scenario,fold,arousal,valence
across-time,0,1.7140615409517455,2.6847695914236263
across-time,0,0.5660017249776407,1.3547114098333572
across-time,0,0.27419739288466227,0.5833137415726913
across-time,0,0.6019278886115401,0.43830988181212227
across-time,0,0.2729371586211905,0.6584986039234987
across-time,0,0.7372284638771506,1.6980407562814868
across-time,0,0.09564193102176981,0.11085518998344271
across-time,0,0.17944193379901377,0.05007239951463277
across-time,0,0.9998519342936363,2.6535182192910476
across-time,0,1.1563525371004086,0.2434452287552721
across-time,0,0.40401989241023334,0.5602680395603267
across-time,0,0.6190704026572218,0.5719709108013062
across-time,0,0.12843815527302527,0.20983281064991124
across-time,0,0.7866080325702444,1.3277303194419345
across-time,0,0.5607682988953284,0.08442411928401568
across-time,0,0.6020709019804167,1.156153706354889
across-time,0,3.0744914876781513,0.6139369880745181
across-time,0,0.31398042351752103,1.3944049891261172
across-time,0,0.7658743579863865,0.28864264232035514
across-time,0,0.08270855732602245,0.3410499195142282
across-time,0,0.010232716176734354,0.29127404686487884
across-time,0,1.3848500544875917,1.7197256473088316
across-time,0,1.0635462927730759,0.4350698409938318
across-time,0,0.6879760870718697,0.342102716089806
across-time,0,2.197196715916435,1.695330946986935
across-time,0,0.8333076827162005,0.6094022040847918
across-time,0,0.6104017907695773,0.483805004508065
across-time,0,1.2713063685846056,0.26226094901447006
across-time,0,0.13814857500760355,0.11134343217102832
across-time,0,0.29029873569206543,0.9056452335255358
across-time,0,0.07426221089742463,0.15038156366517846
across-time,0,0.038043008326105576,0.30709300077299334
across-time,0,0.9553576492271215,2.136997732681107
across-time,0,0.09380224996750185,0.6419938322689863
across-time,0,0.6936890934234199,0.3793273765115414
across-time,0,0.11784826468773416,0.46842490333808817
across-time,0,0.025192074130600463,0.0
across-time,0,0.07047334466148372,1.1294103134964315
across-time,0,0.8738391938127056,0.13334995365876257
across-time,0,1.0011404806510091,0.33750060847700736
across-time,0,3.1551890919921632,0.5171851177304486
across-time,0,0.8735895574379607,1.2524257736801636
across-time,0,0.8795088976947165,0.11731895468077357
across-time,0,0.7962089967872361,0.020041437784260728
across-time,0,0.41282442693884336,0.05141489548907151
across-time,0,0.14773319527415513,1.041070367563514
across-time,0,0.49100147436015856,0.3746498886040882
across-time,0,1.7974845240451915,0.22210660657981973
across-time,0,1.877594259475986,1.3222916003518883
across-time,0,0.45259592323866105,0.7183350505434275
across-time,0,0.3071516058404376,0.9116461315331097
across-time,0,0.0481891375034649,0.5925401540976594
across-time,0,1.0108172378318498,0.92014101491875
across-time,0,2.5977910800037565,2.982871484993391
across-time,0,2.0363973238061384,0.7872553224425203
across-time,0,0.42378927132729605,1.336455189515502
across-time,0,2.3087410985031704,0.5031526951825231
across-time,0,0.5477593304327742,0.9235231485587568
across-time,0,0.909228307250566,0.13526857374959797
across-time,0,0.3184195820898646,1.9273352586433095
across-time,0,0.9867417521302199,0.6949173439297562
across-time,0,0.8511834811770183,0.47277609662447484
across-time,0,0.193911316898921,0.16162924370783543
across-time,0,0.7079901893757387,0.884261099569727
across-time,0,0.38841068023027564,0.47028952209724617
across-time,0,0.09130564979358677,0.801580320189337
across-time,0,0.587658027363954,0.3846151484486675
across-time,0,0.8922532873431672,0.21752077193711863
across-time,0,0.6200952776834325,1.2064566632990266
across-time,0,1.469874300312774,1.8931203850834823
across-time,0,0.5245365849116925,1.0104834341531888
across-time,0,0.25889585240566254,0.6865602082081202
across-time,0,2.6791529076940477,2.9852479811164647
across-time,0,1.618368050878654,1.1721232771563408
across-time,0,2.534889857036139,2.4222481698650418
across-time,0,0.24920239766341856,0.35388840400237237
across-time,0,0.5501460411287441,0.7405913552210399
across-time,0,1.7850849658104098,0.7071223848126692
across-time,0,0.9870059488912903,0.15898909724205426
across-time,0,0.8576299990693022,0.19790096074422714
across-time,0,1.4070894818931516,3.2009119320987307
across-time,0,0.37064739414956355,0.9054597302336858
across-time,0,1.7523451653388733,0.3684565165029887
across-time,0,0.1545817630603581,0.5294571051142773
across-time,0,1.1011829218288263,0.8896969719944382
across-time,0,0.8183808959810162,0.4652543364773365
across-time,0,0.21980152017969665,0.22242243139020715
across-time,0,0.6573100459947918,1.6703316112234061
across-time,0,2.846483636396851,3.1469823189781287
across-time,0,1.4334358987877172,1.8237183962704366
across-time,0,0.7292955675191162,0.1787189826392304
across-time,0,1.124507964792815,3.4201181557352864
across-time,0,1.5294374598281013,1.3773851193157225
across-subject,0,1.459611146056212,2.2673466630376846
across-subject,0,3.6569364492240557,0.5161495815567027
across-subject,0,1.7893672990393044,0.85208369505017
across-subject,0,0.27224866092985384,3.35180594585784
across-subject,0,1.7150812987959951,1.8216941801854358
across-subject,0,1.8018368860032712,2.8060003347213613
across-subject,0,0.5962565921276471,2.6519190991037935
across-subject,0,1.4340309275191734,1.333743161137824
across-subject,0,0.36434692414147746,0.7124856302837511
across-subject,0,1.1589841448134348,0.5447997158556237
across-subject,0,0.7988195447857097,1.467799383348412
across-subject,0,0.32848868282420346,0.9689195812685354
across-subject,0,1.2600825363054726,0.5296890855179741
across-subject,0,0.8353015103021634,0.4634064226943198
across-subject,0,0.5241896872562698,2.4477541544777
across-subject,0,0.2185026441946741,0.6517038270329746
across-subject,0,1.5754045767579008,1.0361413464368014
across-subject,0,0.42905468278463876,1.422327765144128
across-subject,0,0.531485398435677,1.1586847379684955
across-subject,0,0.20387876935679625,1.3982460333258149
across-subject,0,0.3750849848486921,0.3629418765762679
across-subject,0,1.4237097123018092,0.9773662749662757
across-subject,0,1.1514364911887625,0.893752353401905
across-subject,0,0.7093226775632518,1.0219155675470384
across-subject,0,1.5806686290394298,2.490776833981902
across-subject,0,3.78227993718531,0.9857053434278524
across-subject,0,3.4192784848925566,0.05608882646771642
across-subject,0,0.3265457287564845,1.2169562020540414
across-subject,0,1.0952270604751788,0.9427362122113365
across-subject,0,2.6883458812886847,3.3564735972192032
across-subject,0,2.189191470369643,0.3955343266623516
across-subject,0,0.5680262419257862,2.4484580586565774
across-subject,0,1.795723973414195,0.20696995415547545
across-subject,0,0.6862707143574964,0.43232928221296046
across-subject,0,0.627839065955812,0.6000715032300048
across-subject,0,0.07466216924206835,0.7736980920057799
across-subject,0,0.9511667422073312,0.45162707190718715
across-subject,0,0.7540248519208914,0.539289129663914
across-subject,0,0.42312279461448304,0.9228574092358381
across-subject,0,0.4521112910193007,1.202236313469085
across-subject,0,2.292290200361555,0.40868973601159514
across-subject,0,0.398040457533388,1.29292857560528
across-subject,0,2.111999317273215,0.3611703759815258
across-subject,0,0.09145851810569403,0.7687520325789119
across-subject,0,1.945670773598016,0.5919441804208047
across-subject,0,0.34035890305987687,0.8628075782971338
across-subject,0,0.6598933005845884,1.1598734157409496
across-subject,0,0.7084235955924519,0.3728303803886128
across-subject,1,0.8267414170576942,1.1499850317633582
across-subject,1,0.8583581853437263,2.314536809058713
across-subject,1,1.031578551915817,1.6034066454900593
across-subject,1,0.1299844296440727,0.7348753576129071
across-subject,1,1.062517613904073,1.7998069346407077
across-subject,1,1.1946303656215567,0.472916529746391
across-subject,1,0.23060470685693318,1.7835534991503175
across-subject,1,0.14162062443079784,0.23061108091068774
across-subject,1,2.375368442754935,1.0911242131989625
across-subject,1,0.8866129461861293,1.0108707298269908
across-subject,1,2.725434925174586,0.2868731249841547
across-subject,1,1.2268350383888575,1.0412713622332077
across-subject,1,0.9505643507049434,0.3557211047761184
across-subject,1,3.086071259388639,2.7718481149354206
across-subject,1,0.703315908133634,1.3886301995237218
across-subject,1,0.22909282092610733,1.012855007594861
across-subject,1,1.5865576307665679,1.4230720226315563
across-subject,1,1.3913491175124202,0.23629264443130454
across-subject,1,0.23327523133553535,0.20109638623353307
across-subject,1,0.19298710415205833,0.36257753743324656
across-subject,1,1.613633343638257,1.5003722692820212
across-subject,1,2.587254778965682,1.6647754509807888
across-subject,1,1.055217891958081,0.40578897138874
across-subject,1,0.7532547292162273,0.15078144174410063
across-subject,1,1.746411300268653,2.5730296693774948
across-subject,1,0.8822960564624468,1.7968371682322597
across-subject,1,0.518004113716555,0.33684190686157894
across-subject,1,0.8939215302574507,1.2090551149807283
across-subject,1,0.8846446804396437,0.3543594359915244
across-subject,1,1.0354349094921196,1.788574075272914
across-subject,1,0.8411699755797858,3.389058180258357
across-subject,1,0.538719394823088,0.24250433234525126
across-subject,1,0.406356812534542,1.0625368231331103
across-subject,1,0.6557555965658924,1.1882655189883629
across-subject,1,2.9769926552175865,1.9755440476056285
across-subject,1,0.8752520318210925,0.51967735897056
across-subject,1,0.4979123758230127,0.17650298110027143
across-subject,1,0.8107857111316497,0.21089449010759767
across-subject,1,0.4493331333142784,0.7034684319226979
across-subject,1,0.8691652880720132,0.6885512889278985
across-subject,1,0.7481205613117791,2.911949177997208
across-subject,1,1.3727088404252463,0.8517889859509173
across-subject,1,0.5100530332788077,0.24822495182887264
across-subject,1,1.0912046590340927,0.8835090606262436
across-subject,1,0.5058224084313303,0.4547647393068218
across-subject,1,2.368060683441348,0.9819726194980402
across-subject,1,0.30334436509693075,2.962956313565068
across-subject,1,0.41628179211536964,3.7629509891470314
across-subject,2,1.9403900045132698,1.421391887805033
across-subject,2,1.6878598121269175,1.9199770135581005
across-subject,2,1.988078861755348,0.2845500896935295
across-subject,2,1.6055088937771855,3.432115941335233
across-subject,2,1.0613899677044605,2.290676603952831
across-subject,2,2.692296662949184,3.567870840019876
across-subject,2,1.9299082535206606,1.2042279476448485
across-subject,2,0.8406142902389204,1.2887570999606996
across-subject,2,2.553442190509716,3.0583027304596064
across-subject,2,0.6001627811897573,1.1264687173500643
across-subject,2,2.6604500509119586,2.3596865851268842
across-subject,2,1.5871797725579968,0.5801664044289907
across-subject,2,1.8752678659766908,1.0680426735925508
across-subject,2,1.8909305656211228,2.8231650922232743
across-subject,2,0.4946149038026447,1.2949773036656047
across-subject,2,0.8281730009311711,0.8186948573245998
across-subject,2,1.0410527392224709,1.9165172882227959
across-subject,2,1.299931317543045,1.047575504821182
across-subject,2,2.0422640979021627,0.6868671275736628
across-subject,2,0.09011181828926888,0.46858367693362163
across-subject,2,1.2269776177118885,0.7074126361294005
across-subject,2,1.273512670480052,2.1212179904598827
across-subject,2,0.3275427225930565,2.0483647313873945
across-subject,2,1.5751248855008473,0.316546292761228
across-subject,2,0.6882651117814894,0.49399865473258686
across-subject,2,1.6085939802560265,2.467637973485294
across-subject,2,1.0945102381408935,1.2189788340371972
across-subject,2,1.0486666383112087,1.4332215644828734
across-subject,2,0.7531035500830306,0.8665405085366993
across-subject,2,1.2638629464380158,1.2072532309449324
across-subject,2,0.26244983683134393,1.5303969043192078
across-subject,2,1.281220001597402,0.47380070867537155
across-subject,2,1.1593823109818486,0.4955213595543428
across-subject,2,0.33313152881518676,1.098992471750033
across-subject,2,1.1049178398380308,0.14374706950337976
across-subject,2,1.7985564842625439,0.7122936728558957
across-subject,2,1.4053885552598997,0.507655336507258
across-subject,2,1.1534556595251833,1.160788409046222
across-subject,2,0.9694769561891333,0.7782527647098655
across-subject,2,0.6809064004313256,0.3252510427881479
across-subject,2,1.4352583219358412,1.5021992861587563
across-subject,2,0.631289907198669,1.4586935361914977
across-subject,2,0.491059343351022,0.35390442072776374
across-subject,2,0.08830207346040277,0.554641724923562
across-subject,2,1.4897677286286635,0.13593423642583188
across-subject,2,0.42896083693343723,0.4386129622440113
across-subject,2,0.13172971762001207,0.730385030750873
across-subject,2,0.12374559262106241,0.3685172719634418
across-subject,3,1.1553980653711264,1.380873545997035
across-subject,3,1.7243441441901497,0.6216639147754659
across-subject,3,0.9671660462075472,1.3211790705366941
across-subject,3,1.2288622635214415,0.8995994566785278
across-subject,3,2.55489860720026,1.5085977142101255
across-subject,3,1.5624915919217583,0.5902389001049971
across-subject,3,0.5450495756577189,1.3009229064219114
across-subject,3,0.7259847325160852,1.2517925693686196
across-subject,3,1.0302742669749796,1.9281077986406219
across-subject,3,1.7488151689375382,2.16899749857922
across-subject,3,0.3233333785840859,0.5426975849716901
across-subject,3,0.09431429192043465,1.2568025327835797
across-subject,3,0.19820880968143448,1.0536884132062263
across-subject,3,2.6044863796810818,2.3903161842066267
across-subject,3,0.3494813786176252,1.0176360798787554
across-subject,3,0.5357365657203047,0.10406141212914151
across-subject,3,1.2082265947510284,1.2545805245923345
across-subject,3,0.46555719589900174,1.0679515909413593
across-subject,3,2.2109231438249064,0.2753848963882569
across-subject,3,0.2840562787025451,0.311786676742068
across-subject,3,0.8903442143566104,1.3664937000113606
across-subject,3,0.7936552242969948,2.284270842509586
across-subject,3,0.1273701984776297,1.098778915850427
across-subject,3,0.5518581186135544,0.3996922509042208
across-subject,3,1.377866546585353,1.4812805066411114
across-subject,3,1.6480607626405421,1.9016591816573785
across-subject,3,0.40285595774889377,1.3834494011647038
across-subject,3,0.2611893659254926,1.0653404243922742
across-subject,3,0.12430797737305287,0.409240544959434
across-subject,3,1.9267144052615295,1.483229783829523
across-subject,3,0.3999840161701586,0.8086349616876635
across-subject,3,0.16131852914923409,0.8335979701254285
across-subject,3,0.9556717046418821,2.6781278507250357
across-subject,3,0.9159337214777132,4.199581627278302
across-subject,3,0.9457713140267575,0.32152934065673355
across-subject,3,0.30034603977432783,0.9010605818727728
across-subject,3,1.5155180507560129,0.3411485799316075
across-subject,3,1.4836923434761844,2.8080535752191995
across-subject,3,0.5944644964851356,4.073323753526557
across-subject,3,0.4653104608648452,0.2684604045605976
across-subject,3,1.10124644641748,0.8081790215757513
across-subject,3,0.8756295089189136,1.6658338914771649
across-subject,3,1.7376964688697967,0.23845652678134655
across-subject,3,0.46318274921338426,1.341576588042817
across-subject,3,0.5975732522622721,0.7275129274739969
across-subject,3,1.1795714231397023,1.4052645966922905
across-subject,3,0.3631969459179459,0.7978561451790768
across-subject,3,0.2907173993736923,1.0073420941131397
across-subject,4,0.5809356610158903,1.018516818998572
across-subject,4,1.245715661154339,4.7988498046864025
across-subject,4,1.5142471522028564,1.7562652394043519
across-subject,4,0.09090581311065407,2.086309681311571
across-subject,4,1.0236865689691546,0.25515322044867156
across-subject,4,1.504672140636997,0.3128625384298582
across-subject,4,0.6927096629428686,2.5054629229774563
across-subject,4,0.36781345354825845,1.2672981062489932
across-subject,4,0.4617656518343834,0.9406742612784014
across-subject,4,0.9902966704527957,1.5689748352539783
across-subject,4,0.6424383440877864,1.3289459078353107
across-subject,4,0.32723004822119983,0.6578241089389569
across-subject,4,0.7230829899207921,0.5535510848511563
across-subject,4,0.40755242149158133,0.9584501526578928
across-subject,4,0.4073192788717611,0.13053598010580492
across-subject,4,0.11802245010162682,1.1288841668273208
across-subject,4,1.8596206655199303,2.192062237849645
across-subject,4,0.905013574244839,0.6145814137141739
across-subject,4,0.5168926431271,0.3563559222392295
across-subject,4,0.3287311512553997,1.1287886927040787
across-subject,4,1.4924446178990483,0.9878370707020047
across-subject,4,0.5880868000529975,1.2542721294097967
across-subject,4,0.49514839819726525,0.7704140530603332
across-subject,4,0.6986610407929974,1.3194448290830296
across-subject,4,1.9204011133977346,2.0682087425028004
across-subject,4,0.08701975025028405,0.8867595340326089
across-subject,4,1.5070107605618683,0.2874733295421392
across-subject,4,0.08744101745635736,0.9305355175158656
across-subject,4,1.0621835339145318,0.044700257778223625
across-subject,4,1.4009859739072508,1.3035147264826241
across-subject,4,0.21236338364356447,0.6961357919248575
across-subject,4,0.11347686986382742,0.6819405695637526
across-subject,4,0.6450715833212282,1.392050658476184
across-subject,4,0.47300072483395156,1.2822787732668008
across-subject,4,0.506638922749467,0.5372350616394066
across-subject,4,0.8231757868628139,0.7202256823425333
across-subject,4,0.7317162248887573,1.9803109710962268
across-subject,4,0.46681693318665984,1.8396968149034583
across-subject,4,0.5129584129860895,2.8621222527624135
across-subject,4,0.5681004057330423,1.0423087664212212
across-subject,4,0.9648426536554395,2.510800582750784
across-subject,4,0.7170502987247874,0.5021389165072059
across-subject,4,0.45400891702483953,0.25583379561420694
across-subject,4,0.07670224596558489,0.8046642654398746
across-subject,4,0.8702774466307359,0.07422200139514717
across-subject,4,1.756234528869151,0.19997457514493086
across-subject,4,0.8421277100644569,0.7180895689518564
across-subject,4,0.6853185154889575,0.8422468912201584
across-elicitor,0,2.1695303847710345,2.8056903316010664
across-elicitor,0,2.501110428543075,4.5210082102738465
across-elicitor,0,1.6865630420422104,1.26562864322749
across-elicitor,0,3.9973849442681675,2.005729090758041
across-elicitor,0,1.4065028721519928,0.4299164642104495
across-elicitor,0,2.9010506689920565,4.133280661228878
across-elicitor,0,0.0912875532121067,0.5440489854208594
across-elicitor,0,0.41364615911815744,1.0223429772571635
across-elicitor,0,2.464259296281867,1.8701226116459015
across-elicitor,0,0.9714409852681395,4.816809989058944
across-elicitor,0,3.3739459727947185,2.9893587022881145
across-elicitor,0,4.400455949943984,3.788754836269926
across-elicitor,0,0.9297436528231096,0.3807782329401049
across-elicitor,0,3.6993613230707516,0.7074685619533337
across-elicitor,0,2.3441432333725696,2.1578545938066855
across-elicitor,0,2.039507195068437,2.44536634430506
across-elicitor,0,1.6858095344279982,0.8256570384499715
across-elicitor,0,2.7559777275544732,0.15701323121390628
across-elicitor,0,2.6582490284615785,0.4120675233096904
across-elicitor,0,1.798806917170122,0.42281105823309284
across-elicitor,0,1.3788975173944953,1.8869438674040764
across-elicitor,0,1.4793899373194297,2.7572362923145315
across-elicitor,0,1.6067453868314603,0.45451443891991433
across-elicitor,0,1.4530600291488573,1.881512754435799
across-elicitor,0,2.4363965042346867,4.618226600572188
across-elicitor,0,3.7689195761242655,4.397218692555258
across-elicitor,0,1.24994423535041,1.1900907375202054
across-elicitor,0,2.5521381112437544,2.008202921428454
across-elicitor,0,1.9756768624290137,1.7048885066806412
across-elicitor,0,1.7791445986222225,2.6835157994622323
across-elicitor,0,2.8782782712104096,3.2890805815828412
across-elicitor,0,3.315192883835452,4.958857988299969
across-elicitor,0,3.118664983841636,4.304999586050772
across-elicitor,0,3.1448162994901265,4.549083283682116
across-elicitor,0,3.038974397800527,2.6463881720915636
across-elicitor,0,3.252265957467328,4.02307437896134
across-elicitor,0,2.159637829917304,1.9523295691372138
across-elicitor,0,2.795196049786652,3.053943738469038
across-elicitor,0,1.5996054262418948,0.8449786523524886
across-elicitor,0,2.7138746752166916,1.3112625959825732
across-elicitor,0,0.8419147968763675,0.7136727988077834
across-elicitor,0,1.194207029892692,0.5035909239839418
across-elicitor,0,1.5027914093304362,2.623529428009979
across-elicitor,0,3.5127463452755903,2.7936523739309003
across-elicitor,0,1.4139077612328266,1.9656621706387345
across-elicitor,0,3.9560755393866924,3.9088112760253027
across-elicitor,0,1.71359734707542,0.4754372028185076
across-elicitor,0,3.3207551419925347,0.6457781007705307
across-elicitor,0,1.2255924346363898,3.114706483579513
across-elicitor,0,2.7320700341739483,5.00496534691993
across-elicitor,0,3.760678351776536,2.3736261408513943
across-elicitor,0,3.356291994352042,2.811314710138086
across-elicitor,0,0.9068409742041511,3.483958165045788
across-elicitor,0,2.496076611787352,4.674872595538228
across-elicitor,0,1.3934400468488706,2.3955607082432047
across-elicitor,0,2.9447237369665222,4.982487610704551
across-elicitor,0,0.767437429567782,0.2952710729631656
across-elicitor,0,2.7706362743883624,2.002898538410836
across-elicitor,0,3.1127012994517993,2.174471366444698
across-elicitor,0,2.2030877574281327,2.143275151764015
across-elicitor,1,1.4253974298212895,0.9267726375599183
across-elicitor,1,1.4194314657097657,0.979942441519157
across-elicitor,1,0.8919329140699022,1.0725605767296291
across-elicitor,1,1.1265758629319953,1.1280335192431783
across-elicitor,1,1.369693593085064,3.21534624951484
across-elicitor,1,1.2741761095228168,1.8672976651563273
across-elicitor,1,1.9463371323386673,0.2659382090980294
across-elicitor,1,1.0574517670253487,0.2955558372682113
across-elicitor,1,0.5546085378662725,2.6212653784719744
across-elicitor,1,0.5353757830671194,1.3222098816873153
across-elicitor,1,1.1175586412892224,2.492701857957965
across-elicitor,1,0.7305112348844528,0.6615439502790013
across-elicitor,1,0.3227950863180363,0.36626963924738365
across-elicitor,1,0.9005730240377904,0.641303286545738
across-elicitor,1,0.2718444433296425,0.8634731050723472
across-elicitor,1,0.4293508710973693,1.9405340060866285
across-elicitor,1,0.6210919764578783,0.6724963559354233
across-elicitor,1,0.5504767585256006,0.4219317232098876
across-elicitor,1,0.3050950404305741,0.37927788221056563
across-elicitor,1,0.5781763785436704,1.2855604057827452
across-elicitor,1,1.1437089369529938,0.3650585925860061
across-elicitor,1,2.013416131005251,0.815964125560379
across-elicitor,1,0.2948721745435307,1.081079780802675
across-elicitor,1,0.5768989900564454,0.5454762323183509
across-elicitor,1,1.4792920549915587,1.3070201149180407
across-elicitor,1,1.5373452361626103,3.2341661914372124
across-elicitor,1,0.3280519454790989,0.5960540497393516
across-elicitor,1,0.8319087266291876,0.5998842150853368
across-elicitor,1,0.37110250792970884,0.966486362716932
across-elicitor,1,0.2656312479634016,1.596673166826596
